성별,생일,결혼 유무,종교 유무,직업 코드,소득,지역구,나이,직업,연령대
여성,1971,결혼,있음,930.0,196.2,부산/경남/울산,51,제조관련 단순 종사원,중년
남성,1962,결혼,없음,930.0,188.0,부산/경남/울산,60,제조관련 단순 종사원,노년
여성,1977,결혼,있음,930.0,148.0,부산/경남/울산,45,제조관련 단순 종사원,중년
남성,1968,결혼,있음,930.0,244.1,부산/경남/울산,54,제조관련 단순 종사원,중년
여성,1966,결혼,있음,930.0,151.5,부산/경남/울산,56,제조관련 단순 종사원,중년
여성,1968,결혼,있음,930.0,125.0,대구/경북,54,제조관련 단순 종사원,중년
여성,1970,결혼,없음,930.0,92.0,대구/경북,52,제조관련 단순 종사원,중년
여성,1961,결혼,없음,930.0,110.4,대구/경북,61,제조관련 단순 종사원,노년
여성,1971,결혼,없음,930.0,107.0,대구/경북,51,제조관련 단순 종사원,중년
남성,1952,결혼,있음,930.0,170.4,대구/경북,70,제조관련 단순 종사원,노년
여성,1966,결혼,없음,930.0,158.3,대구/경북,56,제조관련 단순 종사원,중년
남성,1989,무응답,있음,930.0,160.0,대구/경북,33,제조관련 단순 종사원,중년
여성,1976,결혼,없음,930.0,241.61901596892534,대구/경북,46,제조관련 단순 종사원,중년
남성,1981,무응답,없음,930.0,188.75,대구/경북,41,제조관련 단순 종사원,중년
여성,1959,결혼,있음,930.0,241.61901596892534,대구/경북,63,제조관련 단순 종사원,노년
여성,1986,무응답,있음,930.0,258.4,대구/경북,36,제조관련 단순 종사원,중년
여성,1990,결혼,없음,930.0,107.0,대구/경북,32,제조관련 단순 종사원,중년
여성,1993,결혼,없음,930.0,130.0,대구/경북,29,제조관련 단순 종사원,청년
남성,1992,무응답,없음,930.0,170.0,대구/경북,30,제조관련 단순 종사원,중년
남성,1951,결혼,있음,930.0,134.5,대구/경북,71,제조관련 단순 종사원,노년
여성,1950,무응답,있음,930.0,120.0,대구/경북,72,제조관련 단순 종사원,노년
남성,1984,무응답,없음,930.0,271.9,대구/경북,38,제조관련 단순 종사원,중년
여성,1965,결혼,없음,930.0,215.3,대구/경북,57,제조관련 단순 종사원,중년
여성,1967,무응답,있음,930.0,118.0,수도권,55,제조관련 단순 종사원,중년
남성,1964,결혼,없음,930.0,242.0,수도권,58,제조관련 단순 종사원,중년
여성,1968,결혼,없음,930.0,118.0,수도권,54,제조관련 단순 종사원,중년
여성,1961,결혼,있음,930.0,108.0,수도권,61,제조관련 단순 종사원,노년
남성,1959,무응답,있음,930.0,25.0,수도권,63,제조관련 단순 종사원,노년
여성,1967,결혼,없음,930.0,250.0,수도권,55,제조관련 단순 종사원,중년
남성,1995,무응답,없음,930.0,100.0,수도권,27,제조관련 단순 종사원,청년
여성,1992,무응답,없음,930.0,46.0,수도권,30,제조관련 단순 종사원,중년
여성,1955,무응답,없음,930.0,257.0,수도권,67,제조관련 단순 종사원,노년
여성,1977,결혼,있음,930.0,259.0,수도권,45,제조관련 단순 종사원,중년
여성,1965,이혼,없음,930.0,110.0,수도권,57,제조관련 단순 종사원,중년
여성,1963,결혼,있음,930.0,158.4,수도권,59,제조관련 단순 종사원,중년
여성,1937,무응답,있음,930.0,100.0,수도권,85,제조관련 단순 종사원,노년
남성,1985,무응답,없음,930.0,256.0,수도권,37,제조관련 단순 종사원,중년
남성,1978,무응답,없음,930.0,255.3,수도권,44,제조관련 단순 종사원,중년
남성,1968,결혼,있음,930.0,200.0,수도권,54,제조관련 단순 종사원,중년
남성,1989,무응답,없음,930.0,182.3,수도권,33,제조관련 단순 종사원,중년
여성,1960,결혼,있음,930.0,181.0,수도권,62,제조관련 단순 종사원,노년
여성,1969,결혼,있음,930.0,91.0,광주/전남/전북/제주도,53,제조관련 단순 종사원,중년
남성,1977,무응답,있음,930.0,75.4,광주/전남/전북/제주도,45,제조관련 단순 종사원,중년
남성,1978,무응답,있음,930.0,134.5,광주/전남/전북/제주도,44,제조관련 단순 종사원,중년
남성,1980,무응답,있음,930.0,76.6,광주/전남/전북/제주도,42,제조관련 단순 종사원,중년
남성,1994,무응답,없음,930.0,120.0,광주/전남/전북/제주도,28,제조관련 단순 종사원,청년
남성,1984,무응답,있음,930.0,200.0,광주/전남/전북/제주도,38,제조관련 단순 종사원,중년
남성,1987,무응답,있음,930.0,260.0,광주/전남/전북/제주도,35,제조관련 단순 종사원,중년
남성,1987,무응답,있음,930.0,210.0,광주/전남/전북/제주도,35,제조관련 단순 종사원,중년
여성,1960,이혼,있음,930.0,129.9,광주/전남/전북/제주도,62,제조관련 단순 종사원,노년
여성,1961,결혼,없음,930.0,200.2,광주/전남/전북/제주도,61,제조관련 단순 종사원,노년
여성,1971,결혼,없음,930.0,130.0,광주/전남/전북/제주도,51,제조관련 단순 종사원,중년
남성,1978,무응답,있음,930.0,333.3,대전/충남,44,제조관련 단순 종사원,중년
남성,1969,결혼,없음,930.0,388.0,대전/충남,53,제조관련 단순 종사원,중년
여성,1975,결혼,없음,930.0,241.61901596892534,대전/충남,47,제조관련 단순 종사원,중년
여성,1968,결혼,있음,930.0,148.0,대전/충남,54,제조관련 단순 종사원,중년
여성,1953,결혼,있음,930.0,130.0,대전/충남,69,제조관련 단순 종사원,노년
남성,1982,결혼,없음,930.0,416.7,대전/충남,40,제조관련 단순 종사원,중년
남성,1965,결혼,없음,930.0,170.25,대전/충남,57,제조관련 단순 종사원,중년
남성,1988,무응답,없음,930.0,333.0,부산/경남/울산,34,제조관련 단순 종사원,중년
여성,1982,결혼,있음,930.0,130.0,부산/경남/울산,40,제조관련 단순 종사원,중년
남성,1952,결혼,있음,930.0,140.0,부산/경남/울산,70,제조관련 단순 종사원,노년
여성,1969,결혼,있음,930.0,147.0,부산/경남/울산,53,제조관련 단순 종사원,중년
남성,1989,무응답,있음,930.0,218.0,부산/경남/울산,33,제조관련 단순 종사원,중년
남성,1954,결혼,있음,930.0,176.0,부산/경남/울산,68,제조관련 단순 종사원,노년
여성,1969,이혼,있음,930.0,170.0,부산/경남/울산,53,제조관련 단순 종사원,중년
남성,1966,결혼,없음,930.0,241.61901596892534,수도권,56,제조관련 단순 종사원,중년
남성,1985,무응답,있음,930.0,228.4,수도권,37,제조관련 단순 종사원,중년
남성,1982,무응답,있음,930.0,27.0,수도권,40,제조관련 단순 종사원,중년
여성,1978,무응답,있음,930.0,241.61901596892534,수도권,44,제조관련 단순 종사원,중년
여성,1975,결혼,없음,930.0,241.61901596892534,수도권,47,제조관련 단순 종사원,중년
여성,1935,무응답,없음,930.0,49.5,광주/전남/전북/제주도,87,제조관련 단순 종사원,노년
남성,1945,이혼,없음,930.0,55.0,수도권,77,제조관련 단순 종사원,노년
여성,1971,결혼,없음,930.0,20.0,수도권,51,제조관련 단순 종사원,중년
여성,1989,무응답,없음,930.0,210.0,대전/충남,33,제조관련 단순 종사원,중년
여성,1992,무응답,없음,930.0,210.0,대전/충남,30,제조관련 단순 종사원,중년
여성,1971,이혼,없음,930.0,138.8,수도권,51,제조관련 단순 종사원,중년
남성,1974,이혼,없음,930.0,241.61901596892534,수도권,48,제조관련 단순 종사원,중년
여성,1975,결혼,있음,930.0,30.0,수도권,47,제조관련 단순 종사원,중년
여성,1956,결혼,없음,930.0,241.61901596892534,수도권,66,제조관련 단순 종사원,노년
여성,1967,결혼,없음,930.0,250.0,서울,55,제조관련 단순 종사원,중년
여성,1964,결혼,없음,930.0,214.6,수도권,58,제조관련 단순 종사원,중년
여성,1984,결혼,없음,930.0,110.0,수도권,38,제조관련 단순 종사원,중년
여성,1951,결혼,없음,930.0,147.5,수도권,71,제조관련 단순 종사원,노년
여성,1976,결혼,없음,930.0,125.0,수도권,46,제조관련 단순 종사원,중년
여성,1956,결혼,없음,930.0,251.0,수도권,66,제조관련 단순 종사원,노년
여성,1971,결혼,없음,930.0,167.0,수도권,51,제조관련 단순 종사원,중년
여성,1965,무응답,없음,930.0,168.2,수도권,57,제조관련 단순 종사원,중년
여성,1967,이혼,없음,930.0,132.0,수도권,55,제조관련 단순 종사원,중년
남성,1963,결혼,없음,930.0,226.7,수도권,59,제조관련 단순 종사원,중년
여성,1954,이혼,있음,930.0,120.0,수도권,68,제조관련 단순 종사원,노년
남성,1961,무응답,없음,930.0,241.61901596892534,수도권,61,제조관련 단순 종사원,노년
남성,1971,결혼,없음,930.0,255.0,수도권,51,제조관련 단순 종사원,중년
여성,1968,결혼,없음,930.0,232.0,수도권,54,제조관련 단순 종사원,중년
여성,1969,결혼,없음,930.0,100.0,수도권,53,제조관련 단순 종사원,중년
여성,1979,무응답,없음,930.0,275.0,수도권,43,제조관련 단순 종사원,중년
여성,1966,결혼,없음,930.0,15.0,수도권,56,제조관련 단순 종사원,중년
남성,1979,무응답,있음,930.0,163.3,수도권,43,제조관련 단순 종사원,중년
여성,1966,무응답,있음,930.0,110.0,수도권,56,제조관련 단순 종사원,중년
남성,1960,이혼,없음,930.0,210.0,수도권,62,제조관련 단순 종사원,노년
여성,1969,무응답,없음,930.0,171.0,수도권,53,제조관련 단순 종사원,중년
여성,1969,결혼,없음,930.0,222.0,수도권,53,제조관련 단순 종사원,중년
남성,1978,결혼,있음,930.0,286.1,강원/충북,44,제조관련 단순 종사원,중년
남성,1960,무응답,없음,930.0,126.4,수도권,62,제조관련 단순 종사원,노년
남성,1971,결혼,있음,930.0,363.0,수도권,51,제조관련 단순 종사원,중년
여성,1942,무응답,있음,930.0,109.0,수도권,80,제조관련 단순 종사원,노년
남성,1982,결혼,없음,930.0,340.3,수도권,40,제조관련 단순 종사원,중년
남성,1970,무응답,없음,930.0,319.3,수도권,52,제조관련 단순 종사원,중년
남성,1935,무응답,없음,930.0,77.4,수도권,87,제조관련 단순 종사원,노년
여성,1944,무응답,있음,930.0,241.61901596892534,수도권,78,제조관련 단순 종사원,노년
남성,1980,무응답,있음,930.0,135.8,수도권,42,제조관련 단순 종사원,중년
남성,1982,무응답,있음,930.0,145.8,수도권,40,제조관련 단순 종사원,중년
여성,1958,결혼,없음,930.0,100.0,강원/충북,64,제조관련 단순 종사원,노년
여성,1959,결혼,있음,930.0,108.0,강원/충북,63,제조관련 단순 종사원,노년
남성,1959,결혼,없음,930.0,194.0,강원/충북,63,제조관련 단순 종사원,노년
여성,1937,무응답,없음,930.0,83.0,강원/충북,85,제조관련 단순 종사원,노년
남성,1970,결혼,있음,930.0,208.0,강원/충북,52,제조관련 단순 종사원,중년
여성,1965,결혼,없음,930.0,258.0,강원/충북,57,제조관련 단순 종사원,중년
여성,1952,무응답,있음,930.0,112.27,강원/충북,70,제조관련 단순 종사원,노년
여성,1950,결혼,있음,930.0,105.24,강원/충북,72,제조관련 단순 종사원,노년
남성,1973,무응답,없음,930.0,206.5,강원/충북,49,제조관련 단순 종사원,중년
여성,1970,결혼,있음,930.0,125.0,강원/충북,52,제조관련 단순 종사원,중년
여성,1959,이혼,있음,930.0,62.09,강원/충북,63,제조관련 단순 종사원,노년
여성,1976,결혼,없음,930.0,70.8,강원/충북,46,제조관련 단순 종사원,중년
여성,1987,무응답,없음,930.0,80.0,강원/충북,35,제조관련 단순 종사원,중년
남성,1990,무응답,없음,930.0,200.0,강원/충북,32,제조관련 단순 종사원,중년
남성,1977,무응답,없음,930.0,169.6,강원/충북,45,제조관련 단순 종사원,중년
여성,1950,무응답,있음,930.0,150.75,강원/충북,72,제조관련 단순 종사원,노년
남성,1969,이혼,있음,930.0,186.75,강원/충북,53,제조관련 단순 종사원,중년
여성,1973,결혼,없음,930.0,70.0,강원/충북,49,제조관련 단순 종사원,중년
남성,1993,무응답,없음,930.0,241.61901596892534,강원/충북,29,제조관련 단순 종사원,청년
여성,1981,결혼,있음,930.0,120.0,강원/충북,41,제조관련 단순 종사원,중년
남성,1952,결혼,없음,930.0,210.0,강원/충북,70,제조관련 단순 종사원,노년
여성,1971,결혼,있음,930.0,6.0,강원/충북,51,제조관련 단순 종사원,중년
여성,1939,무응답,있음,930.0,10.0,강원/충북,83,제조관련 단순 종사원,노년
여성,1947,결혼,없음,930.0,148.14,강원/충북,75,제조관련 단순 종사원,노년
남성,1975,무응답,없음,930.0,310.0,대전/충남,47,제조관련 단순 종사원,중년
여성,1972,결혼,없음,930.0,243.4,대전/충남,50,제조관련 단순 종사원,중년
여성,1973,결혼,없음,930.0,235.4,대전/충남,49,제조관련 단순 종사원,중년
남성,1965,결혼,없음,930.0,250.0,대전/충남,57,제조관련 단순 종사원,중년
여성,1964,결혼,없음,930.0,90.0,대전/충남,58,제조관련 단순 종사원,중년
남성,1978,무응답,없음,930.0,566.66,대전/충남,44,제조관련 단순 종사원,중년
여성,1962,결혼,있음,930.0,197.0,광주/전남/전북/제주도,60,제조관련 단순 종사원,노년
남성,1969,이혼,있음,930.0,266.0,수도권,53,제조관련 단순 종사원,중년
여성,1984,이혼,없음,930.0,160.0,수도권,38,제조관련 단순 종사원,중년
여성,1988,무응답,없음,930.0,307.25,광주/전남/전북/제주도,34,제조관련 단순 종사원,중년
여성,1996,무응답,없음,930.0,241.61901596892534,대전/충남,26,제조관련 단순 종사원,청년
여성,1959,결혼,없음,930.0,241.61901596892534,대전/충남,63,제조관련 단순 종사원,노년
남성,1982,결혼,없음,930.0,221.0,대전/충남,40,제조관련 단순 종사원,중년
여성,1975,결혼,있음,930.0,170.3,강원/충북,47,제조관련 단순 종사원,중년
여성,1948,무응답,없음,930.0,241.61901596892534,광주/전남/전북/제주도,74,제조관련 단순 종사원,노년
여성,1985,이혼,없음,930.0,126.0,광주/전남/전북/제주도,37,제조관련 단순 종사원,중년
여성,1990,결혼,없음,930.0,170.4,광주/전남/전북/제주도,32,제조관련 단순 종사원,중년
여성,1971,결혼,없음,930.0,135.8,광주/전남/전북/제주도,51,제조관련 단순 종사원,중년
여성,1965,이혼,없음,930.0,154.5,광주/전남/전북/제주도,57,제조관련 단순 종사원,중년
남성,1960,결혼,없음,930.0,338.4,광주/전남/전북/제주도,62,제조관련 단순 종사원,노년
남성,1988,무응답,없음,930.0,292.0,광주/전남/전북/제주도,34,제조관련 단순 종사원,중년
남성,1972,결혼,없음,930.0,375.0,광주/전남/전북/제주도,50,제조관련 단순 종사원,중년
여성,1974,결혼,없음,930.0,200.0,광주/전남/전북/제주도,48,제조관련 단순 종사원,중년
여성,1988,결혼,없음,930.0,336.0,광주/전남/전북/제주도,34,제조관련 단순 종사원,중년
남성,1963,결혼,있음,930.0,241.61901596892534,광주/전남/전북/제주도,59,제조관련 단순 종사원,중년
여성,1967,결혼,있음,930.0,241.61901596892534,광주/전남/전북/제주도,55,제조관련 단순 종사원,중년
여성,1971,결혼,없음,930.0,170.8,광주/전남/전북/제주도,51,제조관련 단순 종사원,중년
여성,1994,무응답,있음,930.0,200.0,대전/충남,28,제조관련 단순 종사원,청년
여성,1958,결혼,없음,930.0,120.0,광주/전남/전북/제주도,64,제조관련 단순 종사원,노년
여성,1944,결혼,없음,930.0,34.5,광주/전남/전북/제주도,78,제조관련 단순 종사원,노년
여성,1988,무응답,없음,930.0,201.6,광주/전남/전북/제주도,34,제조관련 단순 종사원,중년
여성,1941,결혼,없음,930.0,241.61901596892534,광주/전남/전북/제주도,81,제조관련 단순 종사원,노년
남성,1983,무응답,없음,930.0,241.61901596892534,대구/경북,39,제조관련 단순 종사원,중년
여성,1978,결혼,있음,930.0,241.61901596892534,대구/경북,44,제조관련 단순 종사원,중년
여성,1974,결혼,없음,930.0,106.0,대구/경북,48,제조관련 단순 종사원,중년
여성,1969,결혼,없음,930.0,245.3,대구/경북,53,제조관련 단순 종사원,중년
여성,1966,결혼,없음,930.0,108.0,대구/경북,56,제조관련 단순 종사원,중년
남성,1978,결혼,없음,930.0,260.0,대구/경북,44,제조관련 단순 종사원,중년
여성,1955,무응답,없음,930.0,241.61901596892534,대구/경북,67,제조관련 단순 종사원,노년
여성,1971,결혼,없음,930.0,175.5,대구/경북,51,제조관련 단순 종사원,중년
남성,1982,무응답,없음,930.0,241.0,대구/경북,40,제조관련 단순 종사원,중년
남성,1990,무응답,없음,930.0,162.0,부산/경남/울산,32,제조관련 단순 종사원,중년
남성,1982,결혼,없음,930.0,132.0,부산/경남/울산,40,제조관련 단순 종사원,중년
여성,1958,결혼,있음,930.0,120.0,부산/경남/울산,64,제조관련 단순 종사원,노년
여성,1964,결혼,있음,930.0,295.0,부산/경남/울산,58,제조관련 단순 종사원,중년
여성,1965,무응답,없음,930.0,40.0,부산/경남/울산,57,제조관련 단순 종사원,중년
여성,1974,결혼,있음,930.0,167.0,부산/경남/울산,48,제조관련 단순 종사원,중년
여성,1943,무응답,있음,930.0,87.5,부산/경남/울산,79,제조관련 단순 종사원,노년
여성,1963,결혼,있음,930.0,149.5,부산/경남/울산,59,제조관련 단순 종사원,중년
여성,1954,결혼,없음,930.0,140.0,부산/경남/울산,68,제조관련 단순 종사원,노년
남성,1972,이혼,있음,930.0,202.0,부산/경남/울산,50,제조관련 단순 종사원,중년
여성,1969,결혼,없음,930.0,121.3,부산/경남/울산,53,제조관련 단순 종사원,중년
여성,1955,무응답,있음,930.0,150.0,대구/경북,67,제조관련 단순 종사원,노년
여성,1963,결혼,없음,930.0,150.0,강원/충북,59,제조관련 단순 종사원,중년
여성,1962,결혼,있음,930.0,188.3,서울,60,제조관련 단순 종사원,노년
남성,1979,무응답,있음,930.0,360.0,대전/충남,43,제조관련 단순 종사원,중년
남성,1957,결혼,없음,930.0,156.0,대전/충남,65,제조관련 단순 종사원,노년
남성,1971,결혼,없음,930.0,268.3,광주/전남/전북/제주도,51,제조관련 단순 종사원,중년
남성,1991,무응답,없음,930.0,210.0,대전/충남,31,제조관련 단순 종사원,중년
여성,1961,결혼,있음,930.0,241.61901596892534,대전/충남,61,제조관련 단순 종사원,노년
여성,1945,결혼,있음,930.0,138.8,부산/경남/울산,77,제조관련 단순 종사원,노년
남성,1951,결혼,없음,930.0,200.0,부산/경남/울산,71,제조관련 단순 종사원,노년
남성,1946,결혼,있음,930.0,158.0,부산/경남/울산,76,제조관련 단순 종사원,노년
여성,1951,결혼,없음,930.0,100.8,부산/경남/울산,71,제조관련 단순 종사원,노년
여성,1965,결혼,없음,930.0,205.0,부산/경남/울산,57,제조관련 단순 종사원,중년
여성,1966,결혼,있음,930.0,129.6,부산/경남/울산,56,제조관련 단순 종사원,중년
여성,1963,결혼,있음,930.0,173.3,부산/경남/울산,59,제조관련 단순 종사원,중년
여성,1962,결혼,있음,930.0,202.0,대구/경북,60,제조관련 단순 종사원,노년
여성,1964,결혼,있음,930.0,184.8,부산/경남/울산,58,제조관련 단순 종사원,중년
남성,1982,무응답,있음,930.0,158.0,수도권,40,제조관련 단순 종사원,중년
여성,1980,결혼,없음,930.0,146.6,광주/전남/전북/제주도,42,제조관련 단순 종사원,중년
여성,1981,결혼,있음,930.0,110.0,광주/전남/전북/제주도,41,제조관련 단순 종사원,중년
남성,1953,결혼,없음,930.0,157.0,광주/전남/전북/제주도,69,제조관련 단순 종사원,노년
여성,1962,결혼,있음,930.0,108.0,광주/전남/전북/제주도,60,제조관련 단순 종사원,노년
남성,1969,결혼,있음,930.0,169.6,광주/전남/전북/제주도,53,제조관련 단순 종사원,중년
남성,1965,결혼,없음,930.0,130.0,서울,57,제조관련 단순 종사원,중년
여성,1954,결혼,없음,930.0,77.0,수도권,68,제조관련 단순 종사원,노년
여성,1961,결혼,있음,930.0,128.0,수도권,61,제조관련 단순 종사원,노년
남성,1968,결혼,있음,930.0,129.0,광주/전남/전북/제주도,54,제조관련 단순 종사원,중년
여성,1979,결혼,있음,930.0,40.0,대구/경북,43,제조관련 단순 종사원,중년
여성,1978,결혼,없음,930.0,60.0,대구/경북,44,제조관련 단순 종사원,중년
여성,1950,결혼,없음,930.0,241.61901596892534,광주/전남/전북/제주도,72,제조관련 단순 종사원,노년
남성,1988,무응답,있음,930.0,190.0,수도권,34,제조관련 단순 종사원,중년
여성,1947,결혼,있음,930.0,241.61901596892534,강원/충북,75,제조관련 단순 종사원,노년
남성,1946,무응답,없음,930.0,150.0,강원/충북,76,제조관련 단순 종사원,노년
여성,1974,이혼,없음,930.0,75.2,수도권,48,제조관련 단순 종사원,중년
여성,1970,결혼,있음,930.0,137.7,수도권,52,제조관련 단순 종사원,중년
여성,1994,무응답,있음,930.0,241.61901596892534,대구/경북,28,제조관련 단순 종사원,청년
여성,1972,결혼,있음,930.0,100.0,부산/경남/울산,50,제조관련 단순 종사원,중년
여성,1957,무응답,없음,930.0,150.0,부산/경남/울산,65,제조관련 단순 종사원,노년
여성,1956,무응답,있음,930.0,76.5,대구/경북,66,제조관련 단순 종사원,노년
남성,1987,결혼,없음,930.0,243.0,부산/경남/울산,35,제조관련 단순 종사원,중년
남성,1971,무응답,없음,930.0,184.0,수도권,51,제조관련 단순 종사원,중년
여성,1991,결혼,없음,930.0,95.0,수도권,31,제조관련 단순 종사원,중년
여성,1959,무응답,없음,930.0,136.8,대구/경북,63,제조관련 단순 종사원,노년
여성,1969,결혼,있음,930.0,90.0,서울,53,제조관련 단순 종사원,중년
여성,1959,무응답,없음,930.0,241.61901596892534,대구/경북,63,제조관련 단순 종사원,노년
여성,1979,결혼,있음,930.0,241.61901596892534,대전/충남,43,제조관련 단순 종사원,중년
여성,1967,결혼,없음,930.0,45.0,대구/경북,55,제조관련 단순 종사원,중년
여성,1956,결혼,없음,930.0,40.0,대구/경북,66,제조관련 단순 종사원,노년
여성,1967,결혼,있음,930.0,173.0,대구/경북,55,제조관련 단순 종사원,중년
여성,1961,결혼,없음,930.0,162.5,대구/경북,61,제조관련 단순 종사원,노년
여성,1990,무응답,없음,930.0,143.3,대구/경북,32,제조관련 단순 종사원,중년
여성,1971,이혼,있음,930.0,127.5,대전/충남,51,제조관련 단순 종사원,중년
남성,1939,결혼,없음,930.0,20.0,강원/충북,83,제조관련 단순 종사원,노년
여성,1965,결혼,있음,930.0,156.4,대전/충남,57,제조관련 단순 종사원,중년
남성,1992,무응답,있음,930.0,219.1,대전/충남,30,제조관련 단순 종사원,중년
남성,1961,결혼,없음,930.0,167.59,강원/충북,61,제조관련 단순 종사원,노년
여성,1967,결혼,없음,930.0,291.66,강원/충북,55,제조관련 단순 종사원,중년
남성,1959,결혼,있음,930.0,165.03,강원/충북,63,제조관련 단순 종사원,노년
여성,1956,무응답,있음,930.0,81.0,강원/충북,66,제조관련 단순 종사원,노년
남성,1956,결혼,없음,930.0,200.0,서울,66,제조관련 단순 종사원,노년
여성,1956,결혼,없음,930.0,80.0,서울,66,제조관련 단순 종사원,노년
남성,1987,결혼,있음,863.0,229.2,수도권,35,전기 전자 부품 및 제품 제조장치 조작원,중년
남성,1958,결혼,없음,863.0,250.0,서울,64,전기 전자 부품 및 제품 제조장치 조작원,노년
남성,1952,결혼,있음,863.0,128.0,부산/경남/울산,70,전기 전자 부품 및 제품 제조장치 조작원,노년
남성,1984,결혼,있음,863.0,421.5,부산/경남/울산,38,전기 전자 부품 및 제품 제조장치 조작원,중년
남성,1957,결혼,없음,863.0,284.0,부산/경남/울산,65,전기 전자 부품 및 제품 제조장치 조작원,노년
남성,1960,결혼,없음,863.0,202.0,대구/경북,62,전기 전자 부품 및 제품 제조장치 조작원,노년
여성,1986,무응답,없음,863.0,503.0,대구/경북,36,전기 전자 부품 및 제품 제조장치 조작원,중년
남성,1979,결혼,있음,863.0,197.7,수도권,43,전기 전자 부품 및 제품 제조장치 조작원,중년
남성,1971,무응답,없음,863.0,229.6,수도권,51,전기 전자 부품 및 제품 제조장치 조작원,중년
남성,1987,무응답,있음,863.0,215.16,강원/충북,35,전기 전자 부품 및 제품 제조장치 조작원,중년
남성,1962,결혼,있음,863.0,231.3,강원/충북,60,전기 전자 부품 및 제품 제조장치 조작원,노년
남성,1981,결혼,없음,863.0,326.6,광주/전남/전북/제주도,41,전기 전자 부품 및 제품 제조장치 조작원,중년
남성,1976,결혼,없음,863.0,540.3,대구/경북,46,전기 전자 부품 및 제품 제조장치 조작원,중년
여성,1967,결혼,없음,863.0,168.0,부산/경남/울산,55,전기 전자 부품 및 제품 제조장치 조작원,중년
남성,1959,결혼,있음,863.0,331.0,부산/경남/울산,63,전기 전자 부품 및 제품 제조장치 조작원,노년
여성,1968,결혼,있음,863.0,121.25,서울,54,전기 전자 부품 및 제품 제조장치 조작원,중년
남성,1952,결혼,없음,863.0,228.8,수도권,70,전기 전자 부품 및 제품 제조장치 조작원,노년
남성,1961,이혼,없음,910.0,150.0,수도권,61,건설 및 광업 단순 종사원,노년
남성,1960,무응답,없음,910.0,241.61901596892534,서울,62,건설 및 광업 단순 종사원,노년
남성,1984,무응답,없음,910.0,241.61901596892534,서울,38,건설 및 광업 단순 종사원,중년
남성,1959,결혼,없음,910.0,150.0,서울,63,건설 및 광업 단순 종사원,노년
남성,1947,결혼,있음,910.0,241.61901596892534,서울,75,건설 및 광업 단순 종사원,노년
남성,1965,이혼,없음,910.0,241.61901596892534,서울,57,건설 및 광업 단순 종사원,중년
남성,1960,결혼,없음,910.0,241.61901596892534,서울,62,건설 및 광업 단순 종사원,노년
남성,1963,결혼,없음,910.0,184.0,서울,59,건설 및 광업 단순 종사원,중년
여성,1957,이혼,없음,910.0,135.0,서울,65,건설 및 광업 단순 종사원,노년
남성,1978,결혼,없음,910.0,241.61901596892534,수도권,44,건설 및 광업 단순 종사원,중년
남성,1966,이혼,있음,910.0,212.0,서울,56,건설 및 광업 단순 종사원,중년
남성,1959,결혼,없음,910.0,241.61901596892534,서울,63,건설 및 광업 단순 종사원,노년
남성,1973,결혼,없음,910.0,200.0,서울,49,건설 및 광업 단순 종사원,중년
남성,1975,결혼,없음,910.0,241.61901596892534,서울,47,건설 및 광업 단순 종사원,중년
남성,1959,결혼,없음,910.0,316.8,서울,63,건설 및 광업 단순 종사원,노년
남성,1941,결혼,있음,910.0,241.61901596892534,서울,81,건설 및 광업 단순 종사원,노년
남성,1977,무응답,없음,910.0,134.4,부산/경남/울산,45,건설 및 광업 단순 종사원,중년
여성,1959,이혼,있음,910.0,241.61901596892534,대구/경북,63,건설 및 광업 단순 종사원,노년
남성,1961,결혼,있음,910.0,241.61901596892534,수도권,61,건설 및 광업 단순 종사원,노년
남성,1976,무응답,없음,910.0,241.61901596892534,대구/경북,46,건설 및 광업 단순 종사원,중년
남성,1973,결혼,없음,910.0,241.61901596892534,대구/경북,49,건설 및 광업 단순 종사원,중년
남성,1966,결혼,없음,910.0,241.61901596892534,대구/경북,56,건설 및 광업 단순 종사원,중년
남성,1977,무응답,있음,910.0,212.0,대구/경북,45,건설 및 광업 단순 종사원,중년
남성,1973,무응답,없음,910.0,300.0,수도권,49,건설 및 광업 단순 종사원,중년
남성,1944,결혼,있음,910.0,241.61901596892534,대전/충남,78,건설 및 광업 단순 종사원,노년
남성,1978,무응답,없음,910.0,241.61901596892534,수도권,44,건설 및 광업 단순 종사원,중년
남성,1981,무응답,없음,910.0,241.61901596892534,수도권,41,건설 및 광업 단순 종사원,중년
남성,1942,결혼,없음,910.0,241.61901596892534,광주/전남/전북/제주도,80,건설 및 광업 단순 종사원,노년
남성,1976,결혼,없음,910.0,241.61901596892534,광주/전남/전북/제주도,46,건설 및 광업 단순 종사원,중년
남성,1959,이혼,없음,910.0,241.61901596892534,광주/전남/전북/제주도,63,건설 및 광업 단순 종사원,노년
남성,1955,결혼,있음,910.0,160.0,서울,67,건설 및 광업 단순 종사원,노년
남성,1980,무응답,없음,910.0,241.61901596892534,광주/전남/전북/제주도,42,건설 및 광업 단순 종사원,중년
남성,1955,결혼,없음,910.0,241.61901596892534,광주/전남/전북/제주도,67,건설 및 광업 단순 종사원,노년
남성,1952,결혼,없음,910.0,105.0,광주/전남/전북/제주도,70,건설 및 광업 단순 종사원,노년
남성,1961,결혼,있음,910.0,241.61901596892534,광주/전남/전북/제주도,61,건설 및 광업 단순 종사원,노년
